Horse,Date,Track,Distance,Finish_Pos,Barrier,Weight,Margin,SP,Condition
Chico Charlie,03-Jan-26,Tampa Bay Downs,1645m,4/7,,56.0,0.25,1.0,
Chico Charlie,22-Oct-25,Presque Isle Downs,1710m,7/7,,54.5,4.0,250.0,
Chico Charlie,09-Oct-25,Presque Isle Downs,1710m,3/7,,56.0,0.3,2.0,
Chico Charlie,20-Sep-25,Presque Isle Downs,1710m,6/8,,56.0,2.0,450.0,
Chico Charlie,28-Aug-25,Colonial Downs,1910m,7/11,,56.0,2.75,1.0,
Chico Charlie,03-Aug-25,Colonial Downs,1710m,3/9,,56.0,1.25,2.0,
Chico Charlie,05-Jul-25,Presque Isle Downs,1670m,1/6,,56.0,0.5,8.0,
Chico Charlie,07-Jun-25,Delaware Park,1610m,5/5,,56.0,0.75,500.0,
Chico Charlie,09-May-25,Charles Town,1710m,5/7,,54.0,2.0,443.0,
Chico Charlie,12-Apr-25,Charles Town,1710m,7/8,,54.5,11.25,140.0,
Chico Charlie,22-Mar-25,Charles Town,1710m,2/9,,54.5,29.75,8.0,
Chico Charlie,28-Feb-25,Charles Town,1410m,2/6,,56.5,1.25,2.0,
Chico Charlie,08-Feb-25,Charles Town,910m,8/8,,56.5,2.75,140.0,
Chico Charlie,05-Jan-25,Gulfstream,1670m,7/11,,54.5,8.65,210.0,
Chico Charlie,15-Dec-24,Gulfstream,1710m,8/8,,54.5,0.75,210.0,
Chico Charlie,29-Oct-24,Philadelphia Park,1310m,7/7,,55.0,4.8,400.0,
Chico Charlie,12-Oct-24,Meadowlands,1710m,3/9,,56.5,0.3,1.0,
Chico Charlie,15-Sep-24,Monmouth Park,1610m,5/8,,55.5,1.25,21.0,
Chico Charlie,11-Aug-24,Monmouth Park,1710m,6/8,,55.0,12.75,21.0,
Chico Charlie,30-Jun-24,Monmouth Park,1610m,6/9,,55.0,22.25,50.0,
Chico Charlie,02-Jun-24,Monmouth Park,1710m,1/10,,55.0,2.0,11.0,
Chico Charlie,11-Apr-24,Tampa Bay Downs,1610m,2/8,,55.0,3.5,4.0,
Chico Charlie,07-Mar-24,Tampa Bay Downs,1610m,5/5,,54.0,1.0,21.0,
Chico Charlie,21-Jan-24,Tampa Bay Downs,1710m,9/9,,53.5,6.75,25.0,
Chico Charlie,01-Jan-24,Tampa Bay Downs,1610m,1/10,,52.5,1.0,13.0,
Chico Charlie,25-Nov-23,Tampa Bay Downs,1710m,3/12,,53.5,4.25,2.0,
Chico Charlie,19-Aug-23,Monmouth Park,1710m,9/9,,53.5,0.0,33.0,
Chico Charlie,24-Jul-23,Monmouth Park,1710m,1/10,,53.0,6.5,11.0,
Chico Charlie,12-Jun-23,Monmouth Park,1210m,6/7,,56.0,0.3,25.0,
Chico Charlie,16-Mar-23,Tampa Bay Downs,1310m,4/6,,53.5,18.75,1.0,
Copazo,26-Mar-26,Tampa Bay Downs,1645m,9/9,,,,28.0,
Copazo,23-Feb-26,Tampa Bay Downs,1710m,3/8,,56.0,5.0,2.0,
Copazo,09-Feb-26,Tampa Bay Downs,1645m,1/5,,53.5,0.75,15.0,
Copazo,24-Jan-26,Tampa Bay Downs,1710m,2/8,,53.5,0.5,5.0,
Copazo,14-Dec-25,Tampa Bay Downs,1310m,3/12,,53.5,7.5,1.0,
Copazo,04-May-25,Tampa Bay Downs,1710m,2/8,,55.5,1.25,3.0,
Copazo,27-Apr-25,Tampa Bay Downs,1410m,2/6,,54.5,2.75,3.0,
Copazo,01-Feb-25,Tampa Bay Downs,1210m,2/8,,54.5,0.0,3.0,
Copazo,18-Aug-24,Colonial Downs,1810m,5/7,,54.5,3.25,1.0,
Copazo,08-Jul-24,Gulfstream,1670m,5/7,,56.0,0.0,430.0,
Copazo,26-May-24,Gulfstream,1610m,5/8,,56.0,1.0,370.0,
Copazo,27-Apr-24,Tampa Bay Downs,1710m,10/10,,55.0,0.0,335.0,
Copazo,10-Sep-23,Colonial Downs,1710m,10/13,,54.0,15.0,1.0,
Copazo,18-Aug-23,Colonial Downs,1710m,10/11,,56.0,0.2,1.0,
Copazo,04-Aug-23,Colonial Downs,1810m,1/10,,55.5,0.3,17.0,
Copazo,20-Jul-23,Colonial Downs,1810m,6/9,,54.0,1.0,1.0,
Copazo,29-Jun-23,Delaware Park,1670m,3/5,,55.5,0.5,3.0,
Copazo,10-Jun-23,Delaware Park,1510m,5/5,,53.5,11.25,32.0,
Copazo,01-May-23,Tampa Bay Downs,1610m,1/5,,52.5,0.15,14.0,
Copazo,26-Mar-23,Tampa Bay Downs,1610m,1/10,,53.5,2.5,9.0,
Copazo,05-Mar-23,Tampa Bay Downs,1610m,5/10,,54.5,2.25,18.0,
Copazo,04-Feb-23,Tampa Bay Downs,1610m,7/9,,54.5,2.0,18.0,
Copazo,12-Jan-23,Tampa Bay Downs,1710m,5/9,,54.5,7.25,18.0,
Copazo,04-Dec-22,Tampa Bay Downs,1710m,2/6,,54.5,75.0,3.0,
Copazo,02-Aug-22,Colonial Downs,1110m,4/9,,54.0,3.75,2.0,
Action Seeker,09-Mar-26,Tampa Bay Downs,1645m,6/6,,,,27.0,
Action Seeker,05-Feb-26,Tampa Bay Downs,1645m,2/10,,54.0,25.0,4.0,
Action Seeker,08-Jan-26,Tampa Bay Downs,1645m,5/7,,54.0,6.75,210.0,
Action Seeker,25-Dec-25,Tampa Bay Downs,1645m,2/9,,53.5,2.0,4.0,
Action Seeker,04-Dec-25,Tampa Bay Downs,1650m,7/9,,55.0,1.0,210.0,
Action Seeker,23-Sep-25,Prairie Meadows,1610m,5/8,,55.0,10.75,657.0,
Action Seeker,06-Sep-25,Prairie Meadows,1610m,3/5,,55.0,3.0,2.0,
Action Seeker,17-Aug-25,Prairie Meadows,1610m,3/5,,55.0,3.25,2.0,
Action Seeker,26-Jul-25,Prairie Meadows,1610m,5/6,,55.5,0.3,801.0,
Action Seeker,23-Jun-25,Prairie Meadows,1610m,1/6,,55.0,12.0,16.0,
Action Seeker,27-May-25,Prairie Meadows,1610m,1/6,,55.0,0.2,12.0,
Action Seeker,19-Apr-25,Tampa Bay Downs,1650m,2/8,,55.5,15.0,4.0,
Action Seeker,20-Mar-25,Tampa Bay Downs,1650m,7/7,,53.5,3.75,210.0,
Action Seeker,24-Feb-25,Tampa Bay Downs,1610m,7/11,,52.5,,230.0,
Action Seeker,16-Feb-25,Tampa Bay Downs,1650m,2/8,,53.5,3.85,4.0,
Action Seeker,01-Feb-25,Tampa Bay Downs,1410m,4/7,,52.5,2.25,1.0,
Action Seeker,23-Jan-25,Tampa Bay Downs,1310m,7/8,,53.5,2.5,210.0,
Action Seeker,06-Jan-25,Tampa Bay Downs,1410m,2/10,,53.5,8.5,4.0,
Action Seeker,17-Oct-24,Fairmount Park,1610m,3/5,,54.0,2.25,1.0,
Action Seeker,22-Sep-24,Prairie Meadows,1610m,2/0,,57.0,0.2,13.0,
Action Seeker,18-Aug-24,Prairie Meadows,1610m,5/0,,55.5,2.5,14.0,
Action Seeker,01-Jul-24,Prairie Meadows,1210m,5/0,,56.0,0.15,14.0,
Action Seeker,22-Jun-24,Prairie Meadows,1610m,1/0,,55.5,1.0,17.0,
Action Seeker,28-May-24,Prairie Meadows,1670m,4/0,,56.0,0.2,21.0,
Action Seeker,28-Apr-24,Hawthorne,1670m,2/7,,56.0,0.5,3.0,
Action Seeker,08-Apr-24,Hawthorne,1670m,5/9,,55.5,1.5,14.0,
Action Seeker,08-Mar-24,Fair Grounds,1670m,2/5,,55.5,0.0,4.0,
Action Seeker,17-Feb-24,Fair Grounds,1710m,7/7,,55.0,0.75,28.0,
Action Seeker,14-Jan-24,Fair Grounds,1710m,1/9,,55.0,20.5,11.0,
Action Seeker,01-Dec-23,Fair Grounds,1710m,2/8,,55.5,1.25,3.0,
Action Seeker,17-Oct-23,Horseshoe Indianapolis,1210m,1/10,,56.0,3.25,10.0,
Action Seeker,21-Sep-23,Horseshoe Indianapolis,1610m,2/12,,54.0,1.0,4.0,
Action Seeker,07-Sep-23,Horseshoe Indianapolis,1010m,3/6,,54.5,0.75,1.0,
Action Seeker,17-Aug-23,Horseshoe Indianapolis,1210m,3/6,,56.0,1.75,1.0,
Action Seeker,19-Jul-23,Horseshoe Indianapolis,1110m,3/7,,56.0,6.75,1.0,
Action Seeker,25-Jun-23,Horseshoe Indianapolis,1210m,2/7,,56.0,2.25,3.0,
Action Seeker,26-May-23,Horseshoe Indianapolis,1110m,2/6,,54.5,6.25,4.0,
Action Seeker,24-Feb-23,Fair Grounds,1210m,2/8,,53.0,8.0,9.0,
Action Seeker,03-Feb-23,Fair Grounds,1670m,4/6,,56.5,4.5,30.0,
Action Seeker,01-Jan-23,Fair Grounds,1710m,4/5,,56.5,4.25,26.0,
Action Seeker,28-Jan-22,Fair Grounds,1110m,7/8,,55.5,1.0,24.0,
Action Seeker,13-Sep-21,Gulfstream,1010m,7/8,,56.5,0.5,52.0,
Action Seeker,12-Sep-21,Gulfstream,1010m,7/8,,55.0,1.75,23.0,
Cool Rags,16-Mar-26,Tampa Bay Downs,1645m,8/8,,,,28.0,
Cool Rags,07-Mar-26,Tampa Bay Downs,1710m,12/12,,53.5,19.6,245.0,
Cool Rags,22-Feb-26,Tampa Bay Downs,1710m,4/9,,54.0,1.25,1.0,
Cool Rags,08-Feb-26,Tampa Bay Downs,1710m,7/12,,56.0,4.25,230.0,
Cool Rags,24-Jan-26,Tampa Bay Downs,1710m,8/8,,54.0,0.0,210.0,
Cool Rags,29-Nov-25,Churchill Downs,1310m,8/8,,53.5,0.0,890.0,
Cool Rags,02-Aug-25,Ellis Park,1410m,8/9,,54.5,2.0,371.0,
Cool Rags,27-Jun-25,Belterra Park,1670m,4/5,,55.5,20.0,735.0,
Cool Rags,14-Jun-25,Belterra Park,1610m,2/6,,56.0,0.0,2.0,
Cool Rags,01-Jun-25,Belterra Park,1610m,4/6,,56.0,0.25,1.0,
Cool Rags,16-May-25,Belterra Park,1610m,3/6,,55.5,7.0,1.0,
Cool Rags,20-Apr-25,Keeneland,1810m,7/8,,56.0,2.25,625.0,
Cool Rags,30-Mar-25,Turfway Park,1710m,7/12,,53.5,0.0,312.0,
Cool Rags,13-Mar-25,Turfway Park,1710m,4/8,,55.0,8.5,1.0,
Cool Rags,14-Feb-25,Turfway Park,1610m,3/7,,54.5,2.25,2.0,
Cool Rags,19-Jan-25,Turfway Park,1610m,11/11,,55.0,4.25,393.0,
Cool Rags,04-Jan-25,Turfway Park,1610m,1/10,,55.0,3.25,17.0,
Cool Rags,21-Dec-24,Turfway Park,1610m,3/12,,54.5,6.0,3.0,
Cool Rags,14-Oct-24,Keeneland,1710m,6/10,,55.0,3.5,51.0,
Cool Rags,18-Aug-24,Ellis Park,1610m,8/10,,55.5,3.25,32.0,
Cool Rags,05-Aug-24,Ellis Park,1610m,1/8,,56.0,1.25,13.0,
Cool Rags,07-Jul-24,Ellis Park,1410m,3/6,,52.5,1.5,2.0,
Cool Rags,01-Oct-23,Churchill Downs,1710m,6/8,,55.0,50.0,64.0,
Cool Rags,15-Sep-23,Churchill Downs,1610m,3/6,,55.5,7.25,5.0,
Cool Rags,06-Aug-23,Ellis Park,1610m,1/9,,55.5,0.0,23.0,
Cool Rags,02-Jul-23,Ellis Park,1810m,8/12,,56.0,0.15,50.0,
Cool Rags,01-Jun-23,Churchill Downs,1710m,2/5,,53.5,0.15,44.0,
Cool Rags,28-Apr-23,Keeneland,2410m,8/9,,56.0,3.5,120.0,
Cool Rags,27-Apr-23,Keeneland,2410m,8/9,,53.5,1.5,49.0,
Cool Rags,31-Mar-23,Turfway Park,1710m,7/11,,53.5,0.3,46.0,
Cool Rags,12-Mar-23,Turfway Park,2010m,4/7,,56.0,0.5,46.0,
Cool Rags,28-Oct-22,Keeneland,1710m,2/9,,56.0,2.0,11.0,
Cool Rags,13-Oct-22,Keeneland,1610m,12/12,,55.0,6.0,110.0,
Cool Rags,07-Aug-22,Ellis Park,1610m,9/10,,55.5,1.5,61.0,
Cool Rags,25-Apr-22,Keeneland,2410m,3/8,,56.0,0.15,11.0,
Cool Rags,14-Apr-22,Keeneland,1810m,8/9,,53.5,0.5,110.0,
Cool Rags,28-Oct-21,Keeneland,1710m,5/11,,53.5,3.75,84.0,
Cool Rags,28-Jun-21,Ellis Park,1710m,7/9,,54.5,1.25,51.0,
Cool Rags,17-Jan-21,Fair Grounds,1710m,5/12,,53.5,1.5,54.0,
Cool Rags,16-Nov-20,Churchill Downs,1610m,3/7,,54.5,2.25,8.0,
Cool Rags,26-Oct-20,Churchill Downs,1610m,2/8,,54.0,1.5,9.0,
Cool Rags,04-Sep-20,Churchill Downs,1710m,10/12,,54.0,3.25,97.0,
Cool Rags,01-Aug-20,Ellis Park,1010m,5/8,,54.0,80.0,37.0,
Street Glide,05-Apr-26,Tampa Bay Downs,1645m,4/10,,,,54.0,
Street Glide,09-Mar-26,Tampa Bay Downs,1645m,9/10,,56.0,2.0,190.0,
Street Glide,05-Feb-26,Tampa Bay Downs,1645m,7/8,,56.0,16.75,200.0,
Street Glide,22-Jan-26,Tampa Bay Downs,1710m,3/12,,54.0,1.5,1.0,
Street Glide,04-Jan-26,Tampa Bay Downs,1645m,10/10,,56.0,0.3,175.0,
Street Glide,06-Dec-25,Tampa Bay Downs,1650m,4/8,,56.0,0.2,1.0,
Street Glide,23-Sep-25,Prairie Meadows,1610m,7/10,,55.0,25.0,300.0,
Street Glide,03-Aug-25,Prairie Meadows,1610m,6/7,,55.0,8.1,300.0,
Street Glide,12-Jul-25,Prairie Meadows,1610m,4/8,,55.5,6.25,880.0,
Street Glide,09-Jun-25,Prairie Meadows,1610m,4/6,,55.5,9.5,1.0,
Street Glide,27-May-25,Prairie Meadows,1610m,4/6,,53.0,0.75,1.0,
Street Glide,22-Mar-25,Tampa Bay Downs,1650m,7/7,,55.5,0.0,220.0,
Street Glide,10-Mar-25,Tampa Bay Downs,1650m,8/8,,53.5,15.0,220.0,
Street Glide,02-Feb-25,Tampa Bay Downs,1710m,1/8,,54.5,11.75,33.0,
Street Glide,11-Jan-25,Tampa Bay Downs,1710m,2/8,,54.0,1.5,4.0,
Street Glide,21-Dec-24,Tampa Bay Downs,1650m,5/9,,54.0,3.75,220.0,
Street Glide,05-Oct-24,Delaware Park,1670m,1/7,,54.5,0.0,25.0,
Street Glide,15-Sep-24,Delaware Park,1670m,2/8,,54.5,0.5,10.0,
Street Glide,23-Aug-24,Penn National,1670m,1/7,,56.0,6.5,19.0,
Street Glide,29-Jul-24,Monmouth Park,1670m,4/7,,55.0,5.75,1.0,
Street Glide,17-Jun-24,Philadelphia Park,1610m,2/9,,55.0,11.0,30.0,
Street Glide,04-May-24,Tampa Bay Downs,1650m,2/8,,55.5,4.25,4.0,
Street Glide,21-Apr-24,Tampa Bay Downs,1710m,2/9,,54.0,0.75,4.0,
Street Glide,28-Mar-24,Tampa Bay Downs,1650m,2/7,,54.0,2.0,4.0,
Street Glide,10-Feb-24,Tampa Bay Downs,1650m,2/6,,53.5,0.3,4.0,
Street Glide,28-Jan-24,Tampa Bay Downs,1650m,4/7,,54.0,2.25,1.0,
Street Glide,16-Sep-23,Gulfstream,1710m,7/7,,53.5,0.15,43.0,
Street Glide,05-Aug-23,Colonial Downs,1810m,1/6,,55.5,16.75,21.0,
Street Glide,01-Jul-23,Tampa Bay Downs,1610m,1/5,,56.0,1.75,9.0,
Street Glide,20-Apr-23,Tampa Bay Downs,1610m,1/8,,56.0,0.15,9.0,
Street Glide,30-Jan-23,Tampa Bay Downs,1710m,3/10,,55.5,50.0,1.0,
Street Glide,12-Jan-23,Tampa Bay Downs,1610m,3/10,,55.5,0.75,1.0,
Street Glide,15-Dec-22,Tampa Bay Downs,1610m,2/10,,55.5,5.25,3.0,
Street Glide,01-Dec-22,Tampa Bay Downs,1610m,4/8,,55.0,3.25,1.0,
Street Glide,15-May-22,Gulfstream,1610m,4/11,,55.0,25.0,2.0,
Street Glide,25-Apr-22,Gulfstream,1610m,5/7,,54.5,2.75,39.0,
Artwell,26-Mar-26,Tampa Bay Downs,1645m,7/9,,,,39.0,
Artwell,01-Mar-26,Tampa Bay Downs,1645m,1/10,,54.0,0.75,12.0,
Artwell,26-Jan-26,Tampa Bay Downs,1645m,3/10,,53.5,4.5,1.0,
Artwell,21-Dec-25,Tampa Bay Downs,1408m,5/12,,54.0,1.0,175.0,
Artwell,11-Dec-25,Tampa Bay Downs,1710m,4/9,,54.5,3.75,1.0,
Artwell,27-Nov-25,Tampa Bay Downs,1650m,2/8,,53.5,1.0,3.0,
Artwell,27-Oct-25,Philadelphia Park,1673m,3/8,,55.0,7.0,2.0,
Artwell,21-Sep-25,Delaware Park,1210m,6/7,,55.5,0.0,500.0,
Artwell,05-Aug-25,Mountaineer,2210m,5/9,,55.5,0.3,292.0,
Artwell,18-Jul-25,Penn National,1610m,3/7,,54.5,4.25,1.0,
Artwell,05-Jul-25,Penn National,1610m,1/3,,55.0,4.25,10.0,
Artwell,22-Jun-25,Delaware Park,1710m,8/10,,56.0,12.25,200.0,
Artwell,03-Jun-25,Mountaineer,1410m,7/9,,55.5,2.8,180.0,
Artwell,12-May-25,Pimlico,1810m,3/10,,54.5,2.35,3.0,
Artwell,28-Apr-25,Mountaineer,1610m,2/4,,55.5,0.75,3.0,
Artwell,02-Apr-25,Philadelphia Park,1210m,5/6,,54.5,1.0,750.0,
Artwell,07-Mar-25,Penn National,1210m,3/6,,56.5,0.0,2.0,
Artwell,22-Feb-25,Charles Town,1410m,3/6,,56.0,6.0,2.0,
Artwell,08-Feb-25,Penn National,1210m,3/6,,56.0,1.75,2.0,
Artwell,29-Jan-25,Philadelphia Park,1670m,7/0,,56.0,3.25,15.0,
Artwell,22-Dec-24,Turfway Park,1310m,5/12,,56.5,9.5,27.0,
Artwell,18-Nov-24,Churchill Downs,1410m,6/8,,54.5,0.0,53.0,
Artwell,02-Nov-24,Churchill Downs,1410m,2/11,,53.5,2.55,6.0,
Artwell,14-Sep-24,Churchill Downs,1710m,3/6,,53.5,4.25,3.0,
Artwell,06-Aug-24,Horseshoe Indianapolis,1510m,2/5,,55.5,8.5,5.0,
Artwell,03-Jul-24,Horseshoe Indianapolis,1610m,2/10,,53.5,2.75,4.0,
Artwell,21-Jun-24,Churchill Downs,1210m,4/7,,55.5,1.5,3.0,
Artwell,12-May-24,Churchill Downs,1410m,8/8,,56.0,50.0,53.0,
Artwell,14-Apr-24,Oaklawn Park,1710m,2/9,,56.0,2.25,7.0,
Artwell,16-Mar-24,Oaklawn Park,1710m,7/9,,56.5,5.0,48.0,
Artwell,02-Mar-24,Oaklawn Park,1610m,1/9,,56.0,0.15,23.0,
Artwell,28-Jan-24,Oaklawn Park,1710m,4/8,,56.5,0.5,8.0,
Artwell,09-Dec-23,Turfway Park,1610m,4/11,,56.5,15.0,1.0,
Artwell,06-Nov-23,Churchill Downs,1610m,5/7,,55.0,0.0,120.0,
Artwell,16-Apr-23,Keeneland,1710m,5/6,,55.0,0.15,100.0,
Artwell,12-Mar-23,Tampa Bay Downs,1650m,4/7,,53.5,21.5,2.0,
Lace Up,16-Mar-26,Tampa Bay Downs,1645m,6/8,,,,41.0,
Lace Up,18-Jan-26,Tampa Bay Downs,1308m,5/9,,53.5,2.75,210.0,
Lace Up,05-Jan-26,Tampa Bay Downs,1710m,4/7,,53.5,0.5,1.0,
Lace Up,04-Dec-25,Tampa Bay Downs,1650m,5/9,,53.5,0.0,210.0,
Lace Up,09-Nov-25,Gulfstream,1610m,1/8,,55.0,2.25,14.0,
Lace Up,19-Oct-25,Gulfstream,1610m,3/8,,56.0,3.75,2.0,
Lace Up,31-Aug-25,Gulfstream,1410m,8/10,,55.5,0.3,190.0,
Lace Up,17-Aug-25,Gulfstream,1610m,4/9,,56.0,1.0,1.0,
Lace Up,28-Jul-25,Gulfstream,1610m,3/7,,55.5,0.75,2.0,
Lace Up,06-Jul-25,Gulfstream,1610m,2/7,,56.0,2.25,4.0,
Lace Up,16-Jun-25,Gulfstream,1610m,1/10,,59.5,2.5,14.0,
Lace Up,26-May-25,Gulfstream,1410m,1/10,,54.5,3.5,15.0,
Lace Up,02-May-25,Gulfstream,1210m,3/6,,60.0,0.0,2.0,
Lace Up,12-Apr-25,Gulfstream,1610m,3/7,,55.5,3.5,2.0,
Lace Up,06-Mar-25,Gulfstream,1670m,7/8,,55.5,2.75,200.0,
Lace Up,10-Feb-25,Gulfstream,1410m,6/6,,55.5,3.25,230.0,
Lace Up,16-Jan-25,Gulfstream,1210m,4/8,,55.5,6.5,1.0,
Lace Up,22-Dec-24,Tampa Bay Downs,1410m,5/7,,55.5,0.5,22.0,
Lace Up,23-Nov-24,Gulfstream,1410m,4/8,,54.5,2.35,2.0,
Lace Up,28-Oct-24,Gulfstream,1410m,3/7,,54.5,9.5,4.0,
Lace Up,14-Sep-24,Gulfstream,1410m,2/7,,54.5,8.0,7.0,
Lace Up,25-Aug-24,Gulfstream,1210m,5/6,,54.5,1.25,48.0,
Lace Up,27-Jul-24,Gulfstream,1210m,1/8,,55.5,4.0,23.0,
Lace Up,25-Jan-24,Gulfstream,1210m,4/7,,54.5,50.0,2.0,
Lace Up,01-Jan-24,Gulfstream,1410m,7/7,,54.5,10.5,54.0,
Lace Up,12-Nov-23,Gulfstream,1310m,6/7,,54.5,8.25,60.0,
Lace Up,15-Oct-23,Gulfstream,1310m,1/11,,53.5,2.75,25.0,
Lace Up,24-Sep-23,Gulfstream,1210m,3/9,,53.5,3.25,6.0,
Holiday Fantasy,16-Mar-26,Tampa Bay Downs,1645m,5/6,,,,22.0,
Holiday Fantasy,22-Feb-26,Tampa Bay Downs,1710m,1/9,,54.5,0.0,12.0,
Holiday Fantasy,22-Jan-26,Tampa Bay Downs,1710m,7/12,,56.0,4.25,175.0,
Holiday Fantasy,04-Jan-26,Tampa Bay Downs,1645m,7/10,,56.0,15.25,175.0,
Holiday Fantasy,18-Dec-25,Tampa Bay Downs,1710m,6/10,,56.0,8.35,175.0,
Holiday Fantasy,23-Nov-25,Tampa Bay Downs,1650m,7/9,,56.0,6.25,200.0,
Holiday Fantasy,31-Oct-25,Hawthorne,1710m,3/10,,55.0,0.3,1.0,
Holiday Fantasy,10-Oct-25,Hawthorne,1670m,3/7,,55.5,8.25,1.0,
Holiday Fantasy,28-Aug-25,Canterbury Park,1610m,2/8,,55.5,8.0,2.0,
Holiday Fantasy,14-Aug-25,Canterbury Park,1610m,3/6,,56.0,0.1,1.0,
Holiday Fantasy,31-Jul-25,Canterbury Park,1410m,3/8,,56.0,10.25,1.0,
Holiday Fantasy,14-Jul-25,Canterbury Park,1610m,10/11,,56.0,0.25,250.0,
Holiday Fantasy,06-Jul-25,Canterbury Park,1610m,3/7,,55.5,2.75,2.0,
Holiday Fantasy,15-Jun-25,Canterbury Park,1610m,2/5,,55.5,0.5,2.0,
Holiday Fantasy,19-May-25,Prairie Meadows,1610m,3/4,,56.0,3.5,1.0,
Holiday Fantasy,26-Apr-25,Tampa Bay Downs,1710m,5/7,,55.0,4.75,325.0,
Holiday Fantasy,20-Mar-25,Tampa Bay Downs,1650m,3/7,,54.0,10.5,2.0,
Holiday Fantasy,10-Mar-25,Tampa Bay Downs,1650m,3/8,,52.5,1.75,2.0,
Holiday Fantasy,23-Feb-25,Tampa Bay Downs,1650m,4/7,,53.5,0.75,3.0,
Holiday Fantasy,02-Feb-25,Tampa Bay Downs,1710m,3/8,,54.0,1.0,5.0,
Holiday Fantasy,11-Jan-25,Tampa Bay Downs,1710m,4/8,,54.0,1.5,1.0,
Holiday Fantasy,29-Sep-24,Gulfstream,1610m,3/7,,54.0,0.0,2.0,
Holiday Fantasy,15-Sep-24,Gulfstream,1610m,8/8,,56.0,5.0,48.0,
Holiday Fantasy,17-Aug-24,Gulfstream,1410m,4/8,,56.0,1.1,1.0,
Holiday Fantasy,15-Jul-24,Gulfstream,1310m,5/8,,55.5,2.0,27.0,
Holiday Fantasy,23-Jun-24,Gulfstream,1610m,1/7,,56.0,6.75,13.0,
Holiday Fantasy,02-Jun-24,Gulfstream,1610m,2/7,,51.0,1.25,4.0,
Holiday Fantasy,22-Apr-24,Gulfstream,1610m,3/8,,55.5,1.0,2.0,
Holiday Fantasy,01-Apr-24,Gulfstream,1410m,7/9,,55.0,9.75,59.0,
Holiday Fantasy,04-Mar-24,Gulfstream,1410m,2/8,,55.0,6.25,11.0,
Holiday Fantasy,15-Feb-24,Gulfstream,1610m,1/6,,55.0,3.5,11.0,
Holiday Fantasy,15-Jan-24,Gulfstream,1610m,2/7,,56.0,0.15,3.0,
Holiday Fantasy,22-Dec-23,Gulfstream,1610m,1/6,,56.0,3.75,11.0,
Holiday Fantasy,10-Dec-23,Gulfstream,1670m,4/10,,56.0,0.15,1.0,
Holiday Fantasy,19-Nov-23,Gulfstream,1710m,3/9,,54.5,0.15,2.0,
Holiday Fantasy,09-Oct-23,Gulfstream,1710m,6/8,,54.5,75.0,20.0,
Holiday Fantasy,17-Sep-23,Gulfstream,1670m,4/7,,54.5,2.25,1.0,
Holiday Fantasy,20-Aug-23,Gulfstream,1670m,6/6,,54.5,3.5,22.0,
Holiday Fantasy,31-Jul-23,Gulfstream,1670m,1/6,,54.5,7.5,11.0,
Holiday Fantasy,08-Jul-23,Gulfstream,1670m,2/7,,53.5,0.75,4.0,
Holiday Fantasy,22-Apr-23,Gulfstream,1670m,5/11,,53.5,7.0,20.0,
Holiday Fantasy,27-Feb-23,Gulfstream,1610m,9/11,,53.5,6.25,32.0,
Holiday Fantasy,20-Jan-23,Gulfstream,1710m,6/8,,53.5,5.0,53.0,
Holiday Fantasy,30-Dec-22,Gulfstream,1510m,6/7,,53.5,2.75,50.0,
Holiday Fantasy,04-Dec-22,Gulfstream,1210m,5/7,,53.5,0.75,53.0,
Quistmer,08-Feb-26,Tampa Bay Downs,1710m,12/12,,,,230.0,
Quistmer,28-Dec-25,Tampa Bay Downs,1609m,10/10,,55.0,17.75,265.0,
Quistmer,30-Nov-25,Tampa Bay Downs,1610m,1/9,,52.5,0.3,14.0,
Quistmer,27-Sep-25,Laurel Park,1810m,10/12,,55.0,0.0,500.0,
Quistmer,31-Aug-25,Monmouth Park,1610m,4/8,,60.5,1.05,1.0,
Quistmer,04-Aug-25,Monmouth Park,1810m,5/11,,55.0,0.75,700.0,
Quistmer,05-Jul-25,Monmouth Park,1610m,6/7,,52.5,0.3,700.0,
Quistmer,22-Jun-25,Monmouth Park,1710m,1/11,,55.5,7.0,11.0,
Quistmer,28-Apr-25,Tampa Bay Downs,1710m,2/7,,55.0,3.0,3.0,
Quistmer,18-Jan-25,Tampa Bay Downs,1710m,6/12,,56.0,2.0,175.0,
Quistmer,09-Jan-25,Tampa Bay Downs,1410m,8/12,,53.5,3.5,193.0,
Quistmer,30-Nov-24,Tampa Bay Downs,1610m,8/10,,53.5,5.0,200.0,
Quistmer,01-Sep-24,Delaware Park,1610m,6/7,,53.5,3.0,125.0,
Quistmer,11-Aug-24,Monmouth Park,1710m,2/3,,51.5,9.0,5.0,
Quistmer,04-Aug-24,Monmouth Park,1610m,1/6,,51.0,6.0,13.0,
Quistmer,01-Jul-24,Monmouth Park,1610m,7/8,,54.0,3.25,600.0,
Quistmer,28-Apr-24,Gulfstream,1610m,12/12,,54.0,2.0,59.0,
Quistmer,10-Sep-23,Gulfstream,1110m,7/7,,53.5,0.3,60.0,
Good As He Gets,26-Nov-25,Finger Lakes,1670m,1/10,,56.0,5.25,14.0,
Good As He Gets,11-Nov-25,Finger Lakes,1670m,4/8,,55.5,5.25,966.0,
Good As He Gets,29-Oct-25,Finger Lakes,1710m,2/7,,56.0,3.25,2.0,
Good As He Gets,01-Oct-25,Finger Lakes,1810m,1/6,,56.0,0.05,8.0,
