Horse,Category,Starts,1st,2nd,3rd,Win%,Place%,Odds,ROI
Molly Bloom,First Up,6,1,2,1,17%,67%,$2,-67%
Molly Bloom,Second Up,5,-,-,1,0%,20%,$0,-100%
Molly Bloom,Third Up,5,-,-,-,0%,0%,$0,-100%
Antino,Career,32,13,4,3,41%,63%,$3.11,26%
Antino,12 Mths,9,2,1,-,23%,34%,$6,33%
Antino,Last 10,10,2,1,-,20%,30%,$6,20%
Antino,Good,23,9,4,2,40%,66%,$2.32,-9%
Antino,Soft,7,3,-,-,43%,43%,$3.53,51%
Antino,Heavy,2,1,-,1,50%,100%,$9,350%
Antino,Turf,32,13,4,3,41%,63%,$3.11,26%
Antino,1001 - 1300m,5,4,-,-,80%,80%,$3.15,152%
Antino,1301 - 1500m,11,4,-,1,37%,46%,$1.74,-37%
Antino,1501 - 2000m,15,5,4,2,34%,74%,$4.18,39%
Antino,2001 - 2400m,1,-,-,-,0%,0%,$0,-100%
Antino,1 - 3,7,1,-,1,15%,29%,$4.8,-31%
Antino,4 - 6,12,5,2,1,42%,67%,$1.75,-27%
Antino,7 - 10,9,6,1,-,67%,78%,$4.05,170%
Antino,11 - 13,2,1,-,1,50%,100%,$2.6,30%
Antino,14 - 16,2,-,1,-,0%,50%,$0,-100%
Antino,$20001 - $35000,3,3,-,-,100%,100%,$2.53,153%
Antino,$35001 - $75000,1,1,-,-,100%,100%,$1.4,40%
Antino,$75001+,17,7,2,3,42%,71%,$3.38,39%
Antino,53 - 54.5kg,2,-,1,-,0%,50%,$0,-100%
Antino,55 - 56.5kg,3,3,-,-,100%,100%,$2.67,167%
Antino,57 - 58.5kg,7,4,-,1,58%,72%,$3.06,75%
Antino,59kg+,20,6,3,2,30%,56%,$3.37,1%
Antino,1 - 5,1,-,-,1,0%,100%,$0,-100%
Antino,6 - 7,4,2,1,-,50%,75%,$1.4,-30%
Antino,8 - 10,12,4,-,1,34%,42%,$2.59,-14%
Antino,11 - 12,5,4,1,-,80%,100%,$3.5,180%
Antino,13 - 15,8,3,1,1,38%,63%,$4.43,66%
Antino,16+,2,-,1,-,0%,50%,$0,-100%
Antino,First Up,9,4,-,-,45%,45%,$3.15,40%
Antino,Second Up,8,4,-,1,50%,63%,$3.34,67%
Antino,Third Up,7,2,2,2,29%,86%,$2.8,-20%
Amenable,Career,24,2,5,1,9%,34%,$5.75,-52%
Amenable,12 Mths,4,-,-,-,0%,0%,$0,-100%
Amenable,Last 10,10,-,2,-,0%,20%,$0,-100%
Amenable,Good,14,2,2,-,15%,29%,$5.75,-18%
Amenable,Soft,9,-,2,1,0%,34%,$0,-100%
Amenable,Heavy,1,-,1,-,0%,100%,$0,-100%
Amenable,Turf,24,2,5,1,9%,34%,$5.75,-52%
Amenable,1001 - 1300m,3,1,1,-,34%,67%,$6.5,117%
Amenable,1301 - 1500m,16,1,4,1,7%,38%,$5,-69%
Amenable,1501 - 2000m,4,-,-,-,0%,0%,$0,-100%
Amenable,2001 - 2400m,1,-,-,-,0%,0%,$0,-100%
Amenable,1 - 3,6,-,-,-,0%,0%,$0,-100%
Amenable,4 - 6,8,1,3,-,13%,50%,$6.5,-19%
Amenable,7 - 10,3,-,1,-,0%,34%,$0,-100%
Amenable,11 - 13,6,1,1,1,17%,50%,$5,-17%
Amenable,14 - 16,1,-,-,-,0%,0%,$0,-100%
Amenable,$35001 - $75000,1,1,-,-,100%,100%,$6.5,550%
Amenable,$75001+,16,1,4,1,7%,38%,$5,-69%
Amenable,51 - 52.5kg,1,-,-,-,0%,0%,$0,-100%
Amenable,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Amenable,55 - 56.5kg,3,-,1,1,0%,67%,$0,-100%
Amenable,57 - 58.5kg,13,1,2,-,8%,24%,$6.5,-50%
Amenable,59kg+,6,1,2,-,17%,50%,$5,-17%
Amenable,6 - 7,2,1,1,-,50%,100%,$6.5,225%
Amenable,8 - 10,5,-,2,-,0%,40%,$0,-100%
Amenable,11 - 12,5,-,-,1,0%,20%,$0,-100%
Amenable,13 - 15,6,1,1,-,17%,34%,$5,-17%
Amenable,16+,6,-,1,-,0%,17%,$0,-100%
Amenable,First Up,8,2,3,-,25%,63%,$5.75,44%
Amenable,Second Up,7,-,-,1,0%,15%,$0,-100%
Amenable,Third Up,5,-,1,-,0%,20%,$0,-100%
Chain Of Lightning,Career,25,8,-,3,32%,44%,$8.35,167%
Chain Of Lightning,12 Mths,0,-,-,-,-,-,$0,-
Chain Of Lightning,Last 10,10,2,-,1,20%,30%,$18.5,270%
Chain Of Lightning,Good,13,2,-,2,16%,31%,$11,69%
Chain Of Lightning,Soft,9,4,-,1,45%,56%,$4.58,103%
Chain Of Lightning,Heavy,3,2,-,-,67%,67%,$13.25,783%
Chain Of Lightning,Turf,25,8,-,3,32%,44%,$8.35,167%
Chain Of Lightning,0 - 1000m,1,-,-,-,0%,0%,$0,-100%
Chain Of Lightning,1001 - 1300m,18,7,-,3,39%,56%,$8.76,241%
Chain Of Lightning,1301 - 1500m,6,1,-,-,17%,17%,$5.5,-8%
Chain Of Lightning,1 - 3,8,2,-,2,25%,50%,$12.3,208%
Chain Of Lightning,4 - 6,5,-,-,-,0%,0%,$0,-100%
Chain Of Lightning,7 - 10,8,3,-,1,38%,50%,$5.07,90%
Chain Of Lightning,11 - 13,3,3,-,-,100%,100%,$9,800%
Chain Of Lightning,14 - 16,1,-,-,-,0%,0%,$0,-100%
Chain Of Lightning,$20001 - $35000,2,2,-,-,100%,100%,$4.85,385%
Chain Of Lightning,$75001+,15,5,-,3,34%,54%,$7.22,141%
Chain Of Lightning,51 - 52.5kg,3,-,-,-,0%,0%,$0,-100%
Chain Of Lightning,53 - 54.5kg,4,2,-,-,50%,50%,$3.8,90%
Chain Of Lightning,55 - 56.5kg,10,4,-,1,40%,50%,$9.43,277%
Chain Of Lightning,57 - 58.5kg,8,2,-,2,25%,50%,$10.75,169%
Chain Of Lightning,6 - 7,1,-,-,1,0%,100%,$0,-100%
Chain Of Lightning,8 - 10,6,2,-,1,34%,50%,$3.65,22%
Chain Of Lightning,11 - 12,5,2,-,1,40%,60%,$5,100%
Chain Of Lightning,13 - 15,7,4,-,-,58%,58%,$12.38,607%
Chain Of Lightning,16+,6,-,-,-,0%,0%,$0,-100%
Chain Of Lightning,First Up,6,2,-,2,34%,67%,$4.8,60%
Chain Of Lightning,Second Up,6,3,-,-,50%,50%,$7.9,295%
Chain Of Lightning,Third Up,4,2,-,-,50%,50%,$14,600%
Magic Time,Career,26,8,3,4,31%,58%,$4.64,43%
Magic Time,12 Mths,7,1,1,1,15%,43%,$3.9,-44%
Magic Time,Last 10,10,2,1,2,20%,50%,$3.4,-32%
Magic Time,Good,13,4,2,1,31%,54%,$4.68,44%
Magic Time,Soft,9,2,1,2,23%,56%,$4.95,10%
Magic Time,Heavy,3,1,-,1,34%,67%,$6.5,117%
Magic Time,Turf,25,7,3,4,29%,57%,$5.01,40%
Magic Time,Cushion,1,1,-,-,100%,100%,$2.05,105%
Magic Time,1001 - 1300m,17,5,1,2,30%,48%,$3.47,2%
Magic Time,1301 - 1500m,9,3,2,2,34%,78%,$6.6,120%
Magic Time,1 - 3,5,-,-,1,0%,20%,$0,-100%
Magic Time,4 - 6,7,4,1,2,58%,100%,$3.84,119%
Magic Time,7 - 10,11,2,2,1,19%,46%,$4.25,-23%
Magic Time,11 - 13,3,2,-,-,67%,67%,$6.65,343%
Magic Time,$35001 - $75000,1,1,-,-,100%,100%,$2.05,105%
Magic Time,$75001+,10,5,1,2,50%,80%,$4.76,138%
Magic Time,53 - 54.5kg,3,2,-,-,67%,67%,$6.65,343%
Magic Time,55 - 56.5kg,12,2,1,2,17%,42%,$4.25,-29%
Magic Time,57 - 58.5kg,9,3,1,2,34%,67%,$3.82,27%
Magic Time,59kg+,2,1,1,-,50%,100%,$3.9,95%
Magic Time,6 - 7,3,2,-,1,67%,100%,$2.48,65%
Magic Time,8 - 10,5,-,2,1,0%,60%,$0,-100%
Magic Time,11 - 12,9,1,1,2,12%,45%,$2.5,-72%
Magic Time,13 - 15,7,4,-,-,58%,58%,$6.23,256%
Magic Time,16+,2,1,-,-,50%,50%,$4.8,140%
Magic Time,First Up,8,4,-,-,50%,50%,$3.71,86%
Magic Time,Second Up,8,2,1,3,25%,75%,$5.5,38%
Magic Time,Third Up,5,1,1,1,20%,60%,$6.5,30%
Zapateo,Career,26,8,5,4,31%,66%,$7.35,126%
Zapateo,12 Mths,0,-,-,-,-,-,$0,-
Zapateo,Last 10,10,1,1,4,10%,60%,$26,160%
Zapateo,Good,12,2,3,2,17%,59%,$15,150%
Zapateo,Soft,8,4,1,1,50%,75%,$5.13,156%
Zapateo,Heavy,6,2,1,1,34%,67%,$4.15,38%
Zapateo,Turf,26,8,5,4,31%,66%,$7.35,126%
Zapateo,0 - 1000m,3,1,1,-,34%,67%,$10,233%
Zapateo,1001 - 1300m,23,7,4,4,31%,66%,$6.97,112%
Zapateo,1 - 3,6,-,2,1,0%,50%,$0,-100%
Zapateo,4 - 6,5,2,3,-,40%,100%,$3.85,54%
Zapateo,7 - 10,8,4,-,1,50%,63%,$11.5,475%
Zapateo,11 - 13,4,1,-,1,25%,50%,$2.3,-42%
Zapateo,14 - 16,3,1,-,1,34%,67%,$2.8,-7%
Zapateo,$20001 - $35000,1,1,-,-,100%,100%,$2.8,180%
Zapateo,$75001+,20,6,5,4,30%,75%,$5,50%
Zapateo,51 - 52.5kg,1,-,-,-,0%,0%,$0,-100%
Zapateo,53 - 54.5kg,5,2,2,-,40%,80%,$14.35,474%
Zapateo,55 - 56.5kg,11,2,1,3,19%,55%,$6.15,12%
Zapateo,57 - 58.5kg,9,4,2,1,45%,78%,$4.45,98%
Zapateo,6 - 7,2,1,1,-,50%,100%,$5,150%
Zapateo,8 - 10,7,-,3,1,0%,58%,$0,-100%
Zapateo,11 - 12,3,2,-,-,67%,67%,$3.35,123%
Zapateo,13 - 15,10,5,1,2,50%,80%,$9.42,371%
Zapateo,16+,4,-,-,1,0%,25%,$0,-100%
Zapateo,First Up,6,2,1,2,34%,84%,$2.75,-8%
Zapateo,Second Up,6,1,2,-,17%,50%,$4,-33%
Zapateo,Third Up,6,4,1,-,67%,84%,$10.83,622%
I Am Me,Career,15,2,2,3,14%,47%,$5,-33%
I Am Me,12 Mths,11,2,1,2,19%,46%,$5,-9%
I Am Me,Last 10,10,1,1,2,10%,40%,$3,-70%
I Am Me,Good,7,1,-,-,15%,15%,$7,-
I Am Me,Soft,5,-,2,2,0%,80%,$0,-100%
I Am Me,Turf,12,1,2,2,9%,42%,$7,-42%
I Am Me,Cushion,3,1,-,1,34%,67%,$3,-
I Am Me,1301 - 1500m,2,-,-,-,0%,0%,$0,-100%
I Am Me,1501 - 2000m,11,2,2,3,19%,64%,$5,-9%
I Am Me,2001 - 2400m,2,-,-,-,0%,0%,$0,-100%
I Am Me,1 - 3,4,1,-,1,25%,50%,$3,-25%
I Am Me,4 - 6,7,1,1,2,15%,58%,$7,-
I Am Me,7 - 10,2,-,-,-,0%,0%,$0,-100%
I Am Me,11 - 13,1,-,-,-,0%,0%,$0,-100%
I Am Me,$5001 - $10000,5,1,-,1,20%,40%,$3,-40%
I Am Me,$10001 - $20000,6,-,2,1,0%,50%,$0,-100%
I Am Me,$20001 - $35000,3,1,-,1,34%,67%,$7,133%
I Am Me,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
I Am Me,59kg+,15,2,2,3,14%,47%,$5,-33%
I Am Me,1 - 5,1,-,1,-,0%,100%,$0,-100%
I Am Me,6 - 7,1,-,-,-,0%,0%,$0,-100%
I Am Me,8 - 10,9,1,1,2,12%,45%,$7,-22%
I Am Me,13 - 15,4,1,-,1,25%,50%,$3,-25%
I Am Me,First Up,5,1,1,-,20%,40%,$7,40%
I Am Me,Second Up,4,-,-,2,0%,50%,$0,-100%
I Am Me,Third Up,4,-,1,1,0%,50%,$0,-100%
Sunshine In Paris,Career,17,7,3,2,42%,71%,$5.41,123%
Sunshine In Paris,12 Mths,2,1,-,1,50%,100%,$3.3,65%
Sunshine In Paris,Last 10,10,3,1,1,30%,50%,$4.03,21%
Sunshine In Paris,Good,9,4,3,-,45%,78%,$4.89,117%
Sunshine In Paris,Soft,5,2,-,2,40%,80%,$7.5,200%
Sunshine In Paris,Heavy,3,1,-,-,34%,34%,$3.3,10%
Sunshine In Paris,Turf,17,7,3,2,42%,71%,$5.41,123%
Sunshine In Paris,1001 - 1300m,14,6,3,1,43%,72%,$4.48,92%
Sunshine In Paris,1301 - 1500m,3,1,-,1,34%,67%,$11,267%
Sunshine In Paris,1 - 3,5,2,2,-,40%,80%,$7.4,196%
Sunshine In Paris,4 - 6,3,2,-,1,67%,100%,$6.25,317%
Sunshine In Paris,7 - 10,6,3,1,-,50%,67%,$3.52,76%
Sunshine In Paris,11 - 13,3,-,-,1,0%,34%,$0,-100%
Sunshine In Paris,$20001 - $35000,1,1,-,-,100%,100%,$4,300%
Sunshine In Paris,$75001+,7,4,1,1,58%,86%,$6.39,265%
Sunshine In Paris,51 - 52.5kg,1,1,-,-,100%,100%,$2.25,125%
Sunshine In Paris,53 - 54.5kg,1,-,1,-,0%,100%,$0,-100%
Sunshine In Paris,55 - 56.5kg,10,4,2,1,40%,70%,$5.83,133%
Sunshine In Paris,57 - 58.5kg,5,2,-,1,40%,60%,$6.15,146%
Sunshine In Paris,6 - 7,2,2,-,-,100%,100%,$3.9,290%
Sunshine In Paris,8 - 10,2,2,-,-,100%,100%,$5.38,438%
Sunshine In Paris,11 - 12,5,1,2,-,20%,60%,$5,-
Sunshine In Paris,13 - 15,8,2,1,2,25%,63%,$7.15,79%
Sunshine In Paris,First Up,5,3,1,-,60%,80%,$5.43,226%
Sunshine In Paris,Second Up,4,-,-,1,0%,25%,$0,-100%
Sunshine In Paris,Third Up,4,1,1,1,25%,75%,$2.25,-44%
Espiona,Career,24,7,2,4,30%,55%,$3.34,-2%
Espiona,12 Mths,0,-,-,-,-,-,$0,-
Espiona,Last 10,10,2,-,3,20%,50%,$2.98,-40%
Espiona,Good,10,3,1,2,30%,60%,$4.92,48%
Espiona,Soft,9,3,1,1,34%,56%,$2.13,-29%
Espiona,Heavy,5,1,-,1,20%,40%,$2.25,-55%
Espiona,Turf,24,7,2,4,30%,55%,$3.34,-2%
Espiona,0 - 1000m,1,-,-,1,0%,100%,$0,-100%
Espiona,1001 - 1300m,12,1,2,2,9%,42%,$1.45,-88%
Espiona,1301 - 1500m,11,6,-,1,55%,64%,$3.66,100%
Espiona,1 - 3,8,3,-,1,38%,50%,$2.02,-24%
Espiona,4 - 6,6,3,-,1,50%,67%,$4.58,129%
Espiona,7 - 10,8,1,2,2,13%,63%,$3.6,-55%
Espiona,11 - 13,1,-,-,-,0%,0%,$0,-100%
Espiona,14 - 16,1,-,-,-,0%,0%,$0,-100%
Espiona,$35001 - $75000,1,1,-,-,100%,100%,$1.45,45%
Espiona,$75001+,14,5,2,2,36%,65%,$3.67,31%
Espiona,51 - 52.5kg,1,1,-,-,100%,100%,$8,700%
Espiona,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Espiona,55 - 56.5kg,13,3,1,3,24%,54%,$1.68,-61%
Espiona,57 - 58.5kg,7,2,1,1,29%,58%,$3.38,-4%
Espiona,59kg+,1,1,-,-,100%,100%,$3.6,260%
Espiona,1 - 5,1,1,-,-,100%,100%,$1.45,45%
Espiona,6 - 7,2,1,-,1,50%,100%,$4.4,120%
Espiona,8 - 10,7,2,1,2,29%,72%,$2.3,-34%
Espiona,11 - 12,6,1,-,-,17%,17%,$3.6,-40%
Espiona,13 - 15,7,2,1,1,29%,58%,$4.68,34%
Espiona,16+,1,-,-,-,0%,0%,$0,-100%
Espiona,First Up,6,1,2,1,17%,67%,$1.45,-76%
Espiona,Second Up,6,3,-,2,50%,84%,$2.7,35%
Espiona,Third Up,5,1,-,-,20%,20%,$8,60%
Zougotcha,Career,18,8,2,-,45%,56%,$4.96,120%
Zougotcha,12 Mths,0,-,-,-,-,-,$0,-
Zougotcha,Last 10,10,3,1,-,30%,40%,$3.67,10%
Zougotcha,Good,8,2,1,-,25%,38%,$2.5,-37%
Zougotcha,Soft,7,4,-,-,58%,58%,$5.61,221%
Zougotcha,Heavy,3,2,1,-,67%,100%,$6.1,307%
Zougotcha,Turf,18,8,2,-,45%,56%,$4.96,120%
Zougotcha,1001 - 1300m,7,3,1,-,43%,58%,$8.4,260%
Zougotcha,1301 - 1500m,7,3,1,-,43%,58%,$2.25,-4%
Zougotcha,1501 - 2000m,4,2,-,-,50%,50%,$3.85,93%
Zougotcha,1 - 3,6,5,-,-,84%,84%,$4.64,287%
Zougotcha,4 - 6,7,3,1,-,43%,58%,$5.48,135%
Zougotcha,7 - 10,2,-,1,-,0%,50%,$0,-100%
Zougotcha,11 - 13,3,-,-,-,0%,0%,$0,-100%
Zougotcha,$35001 - $75000,1,1,-,-,100%,100%,$8,700%
Zougotcha,$75001+,11,5,1,-,46%,55%,$4.97,126%
Zougotcha,53 - 54.5kg,1,1,-,-,100%,100%,$1.5,50%
Zougotcha,55 - 56.5kg,6,4,-,-,67%,67%,$6.79,353%
Zougotcha,57 - 58.5kg,9,3,2,-,34%,56%,$3.67,22%
Zougotcha,59kg+,1,-,-,-,0%,0%,$0,-100%
Zougotcha,8 - 10,9,4,1,-,45%,56%,$4.48,99%
Zougotcha,11 - 12,4,1,1,-,25%,50%,$1.95,-51%
Zougotcha,13 - 15,3,2,-,-,67%,67%,$8.25,450%
Zougotcha,16+,2,1,-,-,50%,50%,$3.3,65%
Zougotcha,First Up,6,3,1,-,50%,67%,$8.4,320%
Zougotcha,Second Up,6,3,1,-,50%,67%,$2.25,13%
Zougotcha,Third Up,6,2,-,-,34%,34%,$3.85,28%
Semana,Career,28,7,6,3,25%,58%,$4.59,15%
Semana,12 Mths,3,-,-,-,0%,0%,$0,-100%
Semana,Last 10,10,-,1,1,0%,20%,$0,-100%
Semana,Good,17,3,4,3,18%,59%,$5.8,2%
Semana,Soft,8,2,2,-,25%,50%,$3.3,-17%
Semana,Heavy,3,2,-,-,67%,67%,$4.05,170%
Semana,Turf,28,7,6,3,25%,58%,$4.59,15%
Semana,0 - 1000m,1,1,-,-,100%,100%,$4.6,360%
Semana,1001 - 1300m,8,2,1,2,25%,63%,$3.95,-1%
Semana,1301 - 1500m,17,4,4,-,24%,48%,$4.9,15%
Semana,1501 - 2000m,2,-,1,1,0%,100%,$0,-100%
Semana,1 - 3,4,1,-,-,25%,25%,$3.5,-12%
Semana,4 - 6,15,4,3,3,27%,67%,$3.23,-14%
Semana,7 - 10,4,1,1,-,25%,50%,$1.7,-57%
Semana,11 - 13,4,1,2,-,25%,75%,$14,250%
Semana,17+,1,-,-,-,0%,0%,$0,-100%
Semana,$20001 - $35000,2,2,-,-,100%,100%,$3.15,215%
Semana,$35001 - $75000,6,2,2,1,34%,84%,$2.85,-5%
Semana,$75001+,13,2,3,-,16%,39%,$3.05,-53%
Semana,51 - 52.5kg,2,-,-,-,0%,0%,$0,-100%
Semana,53 - 54.5kg,4,1,-,-,25%,25%,$14,250%
Semana,55 - 56.5kg,8,2,2,2,25%,75%,$3.15,-21%
Semana,57 - 58.5kg,14,4,4,1,29%,65%,$2.95,-16%
Semana,6 - 7,4,2,-,-,50%,50%,$4.05,103%
Semana,8 - 10,9,3,2,1,34%,67%,$2.77,-8%
Semana,11 - 12,6,1,2,-,17%,50%,$1.7,-72%
Semana,13 - 15,3,-,-,2,0%,67%,$0,-100%
Semana,16+,6,1,2,-,17%,50%,$14,133%
Semana,First Up,7,1,1,1,15%,43%,$4.6,-34%
Semana,Second Up,6,2,1,1,34%,67%,$8.75,192%
Semana,Third Up,5,2,1,-,40%,60%,$3.05,22%
California Spangle,Career,34,13,8,3,39%,71%,$3.1,19%
California Spangle,12 Mths,0,-,-,-,-,-,$0,-
California Spangle,Last 10,10,1,2,1,10%,40%,$7,-30%
California Spangle,Firm,2,-,1,1,0%,100%,$0,-100%
California Spangle,Good,31,13,6,2,42%,68%,$3.1,30%
California Spangle,Soft,1,-,1,-,0%,100%,$0,-100%
California Spangle,Turf,34,13,8,3,39%,71%,$3.1,19%
California Spangle,0 - 1000m,1,1,-,-,100%,100%,$2,100%
California Spangle,1001 - 1300m,11,5,2,1,46%,73%,$2.84,29%
California Spangle,1301 - 1500m,7,2,2,-,29%,58%,$6.05,73%
California Spangle,1501 - 2000m,15,5,4,2,34%,74%,$2.4,-20%
California Spangle,1 - 3,13,4,2,2,31%,62%,$4.18,28%
California Spangle,4 - 6,9,4,2,-,45%,67%,$2.95,31%
California Spangle,7 - 10,8,3,2,1,38%,75%,$2.97,11%
California Spangle,11 - 13,4,2,2,-,50%,100%,$1.45,-27%
California Spangle,$0 - $5000,1,1,-,-,100%,100%,$7,600%
California Spangle,$75001+,2,2,-,-,100%,100%,$2.25,125%
California Spangle,51 - 52.5kg,1,1,-,-,100%,100%,$1.8,80%
California Spangle,55 - 56.5kg,4,1,2,-,25%,75%,$1.3,-67%
California Spangle,57 - 58.5kg,21,7,5,2,34%,67%,$3.14,5%
California Spangle,59kg+,8,4,1,1,50%,75%,$3.8,90%
California Spangle,1 - 5,2,-,1,-,0%,50%,$0,-100%
California Spangle,6 - 7,5,1,2,1,20%,80%,$1.1,-78%
California Spangle,8 - 10,12,6,1,1,50%,67%,$4.05,103%
California Spangle,11 - 12,7,3,2,-,43%,72%,$3.37,44%
California Spangle,13 - 15,8,3,2,1,38%,75%,$1.6,-40%
California Spangle,First Up,5,3,1,1,60%,100%,$2.5,50%
California Spangle,Second Up,5,3,-,-,60%,60%,$1.8,8%
California Spangle,Third Up,4,1,1,-,25%,50%,$1.8,-55%
Lucky With You,Career,44,8,5,3,19%,37%,$7.38,34%
Lucky With You,12 Mths,9,-,-,-,0%,0%,$0,-100%
Lucky With You,Last 10,10,-,-,1,0%,10%,$0,-100%
Lucky With You,Firm,4,-,-,-,0%,0%,$0,-100%
Lucky With You,Good,39,8,5,3,21%,42%,$7.38,51%
Lucky With You,Soft,1,-,-,-,0%,0%,$0,-100%
Lucky With You,Turf,44,8,5,3,19%,37%,$7.38,34%
Lucky With You,0 - 1000m,2,1,-,-,50%,50%,$2.1,5%
Lucky With You,1001 - 1300m,36,7,4,3,20%,39%,$8.13,58%
Lucky With You,1301 - 1500m,5,-,1,-,0%,20%,$0,-100%
Lucky With You,1501 - 2000m,1,-,-,-,0%,0%,$0,-100%
Lucky With You,1 - 3,9,3,2,-,34%,56%,$4.7,57%
Lucky With You,4 - 6,12,1,1,1,9%,25%,$5.2,-57%
Lucky With You,7 - 10,19,4,2,2,22%,43%,$9.93,109%
Lucky With You,11 - 13,4,-,-,-,0%,0%,$0,-100%
Lucky With You,51 - 52.5kg,5,2,-,-,40%,40%,$3.6,44%
Lucky With You,53 - 54.5kg,2,-,-,-,0%,0%,$0,-100%
Lucky With You,55 - 56.5kg,8,2,-,1,25%,38%,$14.55,264%
Lucky With You,57 - 58.5kg,18,2,4,-,12%,34%,$5.85,-35%
Lucky With You,59kg+,11,2,1,2,19%,46%,$5.5,-
Lucky With You,6 - 7,3,-,-,1,0%,34%,$0,-100%
Lucky With You,8 - 10,12,3,1,1,25%,42%,$7,75%
Lucky With You,11 - 12,14,1,2,1,8%,29%,$2.1,-85%
Lucky With You,13 - 15,15,4,2,-,27%,40%,$8.98,139%
Lucky With You,First Up,6,3,1,-,50%,67%,$10.37,418%
Lucky With You,Second Up,6,2,-,1,34%,50%,$1.9,-37%
Lucky With You,Third Up,5,-,2,1,0%,60%,$0,-100%
Sight Success,Career,32,9,4,1,29%,44%,$6.64,87%
Sight Success,12 Mths,0,-,-,-,-,-,$0,-
Sight Success,Last 10,10,2,-,1,20%,30%,$15.25,205%
Sight Success,Firm,1,-,-,-,0%,0%,$0,-100%
Sight Success,Good,31,9,4,1,30%,46%,$6.64,93%
Sight Success,Turf,32,9,4,1,29%,44%,$6.64,87%
Sight Success,0 - 1000m,4,2,1,-,50%,75%,$5.1,155%
Sight Success,1001 - 1300m,27,7,3,1,26%,41%,$7.09,84%
Sight Success,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Sight Success,1 - 3,12,5,1,1,42%,59%,$7.94,231%
Sight Success,4 - 6,4,-,2,-,0%,50%,$0,-100%
Sight Success,7 - 10,10,1,1,-,10%,20%,$10,-
Sight Success,11 - 13,4,1,-,-,25%,25%,$1.8,-55%
Sight Success,14 - 16,2,2,-,-,100%,100%,$4.15,315%
Sight Success,51 - 52.5kg,1,-,-,-,0%,0%,$0,-100%
Sight Success,53 - 54.5kg,6,3,-,-,50%,50%,$4.93,147%
Sight Success,55 - 56.5kg,10,4,1,-,40%,50%,$9.18,267%
Sight Success,57 - 58.5kg,9,1,2,1,12%,45%,$1.8,-80%
Sight Success,59kg+,6,1,1,-,17%,34%,$6.5,8%
Sight Success,1 - 5,1,1,-,-,100%,100%,$24,2300%
Sight Success,6 - 7,3,1,-,-,34%,34%,$3.7,23%
Sight Success,8 - 10,12,3,2,1,25%,50%,$6.97,74%
Sight Success,11 - 12,9,1,1,-,12%,23%,$1.1,-88%
Sight Success,13 - 15,7,3,1,-,43%,58%,$3.37,44%
Sight Success,First Up,7,1,-,-,15%,15%,$1.8,-74%
Sight Success,Second Up,6,2,1,-,34%,50%,$12.55,318%
Sight Success,Third Up,5,2,1,-,40%,60%,$2.75,10%
Duke Wai,Career,60,9,6,12,15%,45%,$9.74,46%
Duke Wai,12 Mths,0,-,-,-,-,-,$0,-
Duke Wai,Last 10,10,-,1,2,0%,30%,$0,-100%
Duke Wai,Firm,3,1,-,1,34%,67%,$11,267%
Duke Wai,Good,55,7,6,11,13%,44%,$7.67,-2%
Duke Wai,Soft,1,1,-,-,100%,100%,$23,2200%
Duke Wai,Turf,59,9,6,12,16%,46%,$9.74,49%
Duke Wai,0 - 1000m,11,3,1,3,28%,64%,$6.73,84%
Duke Wai,1001 - 1300m,43,6,5,7,14%,42%,$11.25,57%
Duke Wai,1301 - 1500m,6,-,-,2,0%,34%,$0,-100%
Duke Wai,1 - 3,16,3,2,3,19%,50%,$10.63,99%
Duke Wai,4 - 6,19,3,2,2,16%,37%,$8.2,29%
Duke Wai,7 - 10,15,2,2,5,14%,60%,$14.35,91%
Duke Wai,11 - 13,9,1,-,2,12%,34%,$2.5,-72%
Duke Wai,$75001+,6,2,1,1,34%,67%,$12.5,317%
Duke Wai,51 - 52.5kg,4,1,-,-,25%,25%,$6.2,55%
Duke Wai,53 - 54.5kg,4,1,1,1,25%,75%,$2.5,-37%
Duke Wai,55 - 56.5kg,10,1,-,4,10%,50%,$11,10%
Duke Wai,57 - 58.5kg,18,3,1,3,17%,39%,$13.9,132%
Duke Wai,59kg+,24,3,4,4,13%,46%,$8.77,10%
Duke Wai,1 - 5,1,-,-,1,0%,100%,$0,-100%
Duke Wai,6 - 7,6,-,-,3,0%,50%,$0,-100%
Duke Wai,8 - 10,15,3,2,1,20%,40%,$13.97,179%
Duke Wai,11 - 12,14,1,2,2,8%,36%,$13,-7%
Duke Wai,13 - 15,24,5,2,5,21%,50%,$6.56,37%
Duke Wai,First Up,7,-,-,3,0%,43%,$0,-100%
Duke Wai,Second Up,6,2,1,2,34%,84%,$12.5,317%
Duke Wai,Third Up,6,1,1,-,17%,34%,$2.5,-58%
Super Wealthy,Career,32,7,4,2,22%,41%,$4.1,-10%
Super Wealthy,12 Mths,0,-,-,-,-,-,$0,-
Super Wealthy,Last 10,10,1,-,-,10%,10%,$4,-60%
Super Wealthy,Good,31,6,4,2,20%,39%,$4.37,-15%
Super Wealthy,Heavy,1,1,-,-,100%,100%,$2.5,150%
